[DEBUG] [2021-07-06 00:58:09] AbstractApplicationContext.prepareRefresh(590) | Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@4361bd48
[DEBUG] [2021-07-06 00:58:09] XmlBeanDefinitionReader.doLoadBeanDefinitions(395) | Loaded 3 bean definitions from class path resource [applicationContext.xml]
[DEBUG] [2021-07-06 00:58:09] DefaultSingletonBeanRegistry.getSingleton(213) | Creating shared instance of singleton bean 'defaultConfigProperty'
[DEBUG] [2021-07-06 00:58:09] DefaultSingletonBeanRegistry.getSingleton(213) | Creating shared instance of singleton bean 'defaultConfigOption'
[DEBUG] [2021-07-06 00:58:09] CryptoMaterialConfig.<init>(77) | Load cryptoMaterial, caCertPath: /home/fisco/IdeaProjects/item-trace-app/target/resources/main/conf/ca.crt, sdkCertPath: /home/fisco/IdeaProjects/item-trace-app/target/resources/main/conf/sdk.crt, sdkPrivateKeyPath:/home/fisco/IdeaProjects/item-trace-app/target/resources/main/conf/sdk.key, enSSLCertPath: null, enSSLPrivateKeyPath:null
[DEBUG] [2021-07-06 00:58:09] InternalLoggerFactory.newDefaultFactory(43) | Using SLF4J as the default logging framework
[DEBUG] [2021-07-06 00:58:09] NetUtil.<clinit>(139) | -Djava.net.preferIPv4Stack: {}
[DEBUG] [2021-07-06 00:58:09] NetUtil.<clinit>(140) | -Djava.net.preferIPv6Addresses: {}
[DEBUG] [2021-07-06 00:58:09] NetUtil.<clinit>(224) | Loopback interface: {} ({}, {})
[DEBUG] [2021-07-06 00:58:09] PlatformDependent0.explicitNoUnsafeCause0(395) | -Dio.netty.noUnsafe: {}
[DEBUG] [2021-07-06 00:58:09] PlatformDependent0.javaVersion0(871) | Java version: {}
[DEBUG] [2021-07-06 00:58:09] PlatformDependent0.<clinit>(120) | sun.misc.Unsafe.theUnsafe: available
[DEBUG] [2021-07-06 00:58:09] PlatformDependent0.<clinit>(144) | sun.misc.Unsafe.copyMemory: available
[DEBUG] [2021-07-06 00:58:09] PlatformDependent0.<clinit>(182) | java.nio.Buffer.address: available
[DEBUG] [2021-07-06 00:58:09] PlatformDependent0.<clinit>(243) | direct buffer constructor: available
[DEBUG] [2021-07-06 00:58:09] PlatformDependent0.<clinit>(313) | java.nio.Bits.unaligned: available, {}
[DEBUG] [2021-07-06 00:58:09] PlatformDependent0.<clinit>(378) | jdk.internal.misc.Unsafe.allocateUninitializedArray(int): unavailable prior to Java9
[DEBUG] [2021-07-06 00:58:09] PlatformDependent0.<clinit>(385) | java.nio.DirectByteBuffer.<init>(long, int): {}
